Data;Último_xangai;Abertura_xangai;Máxima_xangai;Mínima_xangai;Vol_xangai;Var%_xangai;Último_cingapura;Var%_cingapura;Último_vale;Abertura_vale;Máxima_vale;Mínima_vale;Vol_vale;Var%_vale
4/02/2021;964;950;993;944;353270;0.0239;155.75;0.035;69.49;71.56;72.28;69.33;29940000;-0.0126
3/02/2021;941.5;937.5;954;930.5;290730;-0.0157;150.48;0.0163;70.38;69.15;71.15;68.95;34350000;0.0317
2/02/2021;956.5;978.5;986;925;404850;-0.0329;148.07;-0.0425;68.22;70.18;70.49;68.1;34430000;-0.0396
1/02/2021;989;995;1008;973.5;338840;0.0041;154.64;-0.0061;71.03;70.05;71.03;68.94;27140000;0.0377
29/01/2021;985;984;995;970;348660;-0.0252;155.59;-0.076;68.45;70.03;70.7;68.32;31480000;-0.0346
28/01/2021;1010.5;1035;1039.5;978.5;489260;-0.0237;168.39;-0.0044;70.9;68.64;71.09;68.56;35900000;0.0213
27/01/2021;1035;1028;1048.5;1015.5;308220;-0.0086;169.13;0.0029;69.42;70.35;70.96;68.64;32420000;-0.0277
26/01/2021;1044;1050;1063;1025;306670;0.0029;168.64;-0.0042;71.4;72.37;73.28;71.1;24920000;-0.0153
22/01/2021;1054.5;1067;1073;1038;299500;0.0029;169.34;-0.0029;72.51;71.59;73.01;70.81;25810000;-0.0021
21/01/2021;1051.5;1059;1069.5;1035;376390;0;169.83;0.0022;72.66;71.83;74.79;71.71;25980000;0.0113
20/01/2021;1051.5;1052;1067;1035.5;311420;-0.0047;169.46;-0.002;71.85;73.93;74.04;70.69;20480000;-0.0184
19/01/2021;1056.5;1074;1077;1040;350030;-0.0042;169.8;-0.0085;73.2;73.54;73.6;71.52;27160000;-0.0027
18/01/2021;1061;1053;1084.5;1034;364460;0.0028;171.26;0.0065;73.4;73.08;74.43;72.81;22670000;0.0081
15/01/2021;1058;1060.5;1069;1047.5;355140;0.0193;170.15;0.0002;72.81;75.16;75.65;72.53;31710000;-0.0434
14/01/2021;1038;1030;1059.5;1017;396080;0;170.11;0.0082;76.11;75.66;76.94;75.26;20810000;0.0164
13/01/2021;1038;1050;1054;1022;409560;0.0044;168.73;-0.0039;74.88;76.95;76.98;74.51;31660000;-0.0299
12/01/2021;1033.5;1050;1060;1005;451150;-0.0134;169.39;0.0015;77.19;79.77;79.86;77.19;28600000;-0.0275
11/01/2021;1047.5;1067;1072.5;1022;442890;-0.0155;169.14;-0.0042;79.37;78.02;79.37;77.59;29270000;-0.0001
8/01/2021;1064;1065;1079;1042.5;349760;0.0201;169.86;0.0004;79.38;80.17;80.43;76.42;58560000;-0.0031
7/01/2021;1043;1038;1066;1021.5;332660;0.0116;169.79;0.0159;79.63;75.19;79.79;75.19;74540000;0.0702
6/01/2021;1031;1043;1048.5;1016;311990;0.0005;167.14;0.0066;74.41;73.92;74.98;73.47;53720000;0.028
5/01/2021;1030.5;1022;1043.5;1013.5;330530;0.0315;166.04;0.0146;72.38;71.18;72.38;70.45;34300000;0.0169
4/01/2021;999;990;1023;972;275820;0.0127;163.65;0.0331;71.18;69.54;71.19;69.15;37870000;0.0458
30/12/2020;976;1000;1005.5;959;569240;-0.0427;156.07;-0.0001;68.06;67.86;68.17;67.44;30100000;0.0044
29/12/2020;1019.5;1027;1049.5;994.5;442240;-0.0159;156.08;-0.0041;67.76;68.46;68.64;67.33;19730000;-0.0028
28/12/2020;1036;1059.5;1066.5;1015.5;379840;0.0029;156.73;-0.0001;67.95;68.32;68.94;67.77;26000000;-0.0006
23/12/2020;1026.5;1061.5;1069.5;990.5;632680;-0.0578;156.31;-0.0026;67.99;67.34;68.12;67.24;17710000;0.0049
22/12/2020;1089.5;1128;1137.5;1041;692070;-0.0167;156.71;-0.0215;67.66;67.6;67.7;66.49;23160000;0.0009
21/12/2020;1108;1069;1147;1056;797970;0.0618;160.15;0.029;67.6;67.05;68.02;65.98;31880000;-0.0107
18/12/2020;1043.5;1027;1076.5;1022;605630;0.0327;155.64;0.0125;68.33;68.19;68.78;68.04;23840000;0.0069
17/12/2020;1010.5;1005;1026.5;997;463370;0.01;153.72;0.0054;67.86;67.32;68.45;67.06;21370000;0.0113
16/12/2020;1000.5;996;1017;985.5;608590;0.022;152.89;0.0036;67.1;66.07;67.11;65.65;23040000;0.0204
15/12/2020;979;961;1001.5;958;576930;-0.0005;152.34;0.0069;65.76;65.5;66.45;65.38;18760000;0.0114
14/12/2020;979.5;990;1005;956;730190;-0.0185;151.3;-0.025;65.02;66.31;66.32;64.56;20930000;-0.0154
11/12/2020;998;973.5;1042;963;1600000;0.0527;155.18;0.0125;66.04;65.86;66.37;65.68;25140000;-0.0017
10/12/2020;948;920.5;975.5;920;975480;0.0423;153.27;0.0367;66.15;65.1;66.32;64.75;41230000;0.0278
9/12/2020;909.5;909;928;895.5;822500;-0.0098;147.84;0.0096;64.36;64.67;65.24;63.99;26940000;-0.0025
8/12/2020;918.5;918;935.5;904;921350;0.0149;146.43;0.0058;64.52;64.57;64.83;63.55;28600000;-0.0006
7/12/2020;905;901;923.5;886.5;909110;0.0325;145.59;0.0237;64.56;64.14;64.59;63.56;27400000;0.0119
4/12/2020;876.5;869.5;899.5;854.5;570290;0.0139;142.22;0.0486;63.8;62.34;64.35;62.34;48660000;0.0382
3/12/2020;864.5;865;872.5;853;398770;0.0141;135.63;0.0096;61.45;63.04;63.08;61.18;35160000;-0.0111
2/12/2020;852.5;844;860;843.5;279470;0.0155;134.34;0.0286;62.14;62.96;63.23;60.17;53700000;-0.0172
1/12/2020;839.5;844;847.5;832.5;220190;-0.0006;130.6;0.0096;63.23;62.13;63.43;61.68;61440000;0.0417
30/11/2020;840;835;850;828.5;236070;0.0096;129.36;0.0399;60.7;61.37;61.76;60.02;48590000;-0.0057
27/11/2020;832;825.5;839.5;822.5;217370;0.019;124.4;0.0006;61.05;59.93;61.31;59.75;48970000;0.0245
26/11/2020;816.5;807;825;806;182730;0.02;124.33;0.0014;59.59;58.7;59.61;58.68;20360000;0.0141
25/11/2020;800.5;790;809;790;171900;0.0076;124.15;0.0019;58.76;57.43;59.07;57.29;36270000;0.0094
24/11/2020;794.5;790;799;788;95300;0.0006;123.92;0.0028;58.21;55.29;58.28;54.62;49910000;0.0492
23/11/2020;794;801;807;784;132970;-0.0019;123.57;-0.0048;55.48;53.55;55.5;53.31;38660000;0.0417
20/11/2020;795.5;790;801.5;790;97200;0.0019;124.17;0.0008;53.26;52.87;53.26;52.49;23060000;0.0106
19/11/2020;794;785;800;784;129910;0.0173;124.07;0.0058;52.7;51.92;52.7;51.73;25910000;0.0191
18/11/2020;780.5;780;785.5;775.5;67100;0.009;123.35;0.0046;51.71;52.14;52.45;51.42;22850000;-0.0079
17/11/2020;773.5;771;783.5;765.5;73900;0.0151;122.78;0.0112;52.12;50.43;53;50.43;62480000;0.0317
16/11/2020;762;759.5;772.5;750;82500;0.0066;121.42;0.0044;50.52;49.42;50.85;49.01;91480000;0.0264
13/11/2020;757;760;766;749;63000;-0.0098;120.89;-0.0047;49.22;48.82;49.46;48.73;25080000;0.0092
12/11/2020;764.5;764.5;773;757.5;79000;0.0079;121.46;-0.0094;48.77;49.47;49.63;48.61;23730000;-0.0147
11/11/2020;758.5;750;767;750;55900;0.0026;122.61;0.0147;49.5;49.17;49.75;49.03;25910000;0.0071
10/11/2020;756.5;750.5;766.5;747;120710;0.0154;120.83;0.0047;49.15;49.22;49.49;48.79;53960000;-0.0006
9/11/2020;745;730;758;727.5;128390;0.0248;120.26;0.0233;49.18;49.92;50.02;48.93;37730000;0
6/11/2020;727;721;732;720.5;53000;0.0069;117.52;0.0071;49.18;48.55;49.78;48.52;26450000;0.0103
5/11/2020;722;728;731;713;83300;-0.0096;116.69;0.0003;48.68;48.49;49.08;47.82;25560000;0.0159
4/11/2020;729;729;737;722;67100;-0.0034;116.65;0.0028;47.92;49.25;49.25;47.82;27930000;-0.0278
3/11/2020;731.5;742.5;745.5;726;56600;-0.0101;116.32;-0.0115;49.29;48.17;49.29;47.64;32900000;0.0461
30/10/2020;728;719.5;742.5;710.5;79100;0.009;116.2;-0.0313;47.12;48.1;48.57;46.7;27370000;-0.0238
29/10/2020;721.5;725;728;716;59900;0.0056;119.95;-0.0012;48.27;47.45;48.44;46.53;37770000;0.0292
28/10/2020;717.5;711.5;730;706.5;67200;0.0099;120.1;0.0003;46.9;48.21;48.31;46.89;23460000;-0.0362
27/10/2020;710.5;705;714.5;702.5;39900;-0.0035;120.06;0.0021;48.66;48.64;48.95;48.3;17960000;0.0004
